Date,Opponent,Match Type,Server,In,Ace,Error (net or wide),Error (long),Any Error,Speed (#),Serve Number,Serve Location,Serve Desination,Seam,Serve Rating (1-3),Point Score?,Expected SO %,Expected PS%,Opp. Pass Rating
11/6/2022,Mason,Scrimmage,Tyler G,1,1,0,0,0,56,,1,,1,4,1,0,1,0
11/6/2022,Mason,Scrimmage,Tyler G,0,0,1,0,1,61,,1,,NA,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,59,,1,,1,2,1,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,53,,1,,1,1,1,0.7,0.3,3
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,53,,1,,1,2,0,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler G,0,0,1,0,1,59,,1,,NA,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,54,,1,,1,3,1,0.45,0.55,1
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,51,,1,,0,1,0,0.7,0.3,3
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,50,,1,,1,2,1,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,51,,1,,1,3,0,0.45,0.55,1
11/6/2022,Mason,Scrimmage,Tyler G,1,1,0,0,0,60,,1,,1,4,1,0,1,0
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,53,,1,,1,3,1,0.45,0.55,1
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,54,,1,,1,2,1,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler G,1,1,0,0,0,39,,1,,1,4,1,0,1,0
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,51,,1,,1,2,1,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler G,1,0,0,0,0,54,,1,,1,2,0,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler G,0,0,1,0,1,50,,1,,NA,0,0,1,0,FALSE
1/13/2023,Merrimack,Scrimmage,Tyler G,0,0,0,1,1,55,,1,,NA,0,0,1,0,FALSE
1/13/2023,Merrimack,Scrimmage,Tyler G,1,0,0,0,0,61,,1,,0,1,0,0.7,0.3,3
1/13/2023,Merrimack,Scrimmage,Tyler G,1,1,0,0,0,60,,1,,1,4,1,0,1,0
1/13/2023,Merrimack,Scrimmage,Tyler G,0,0,1,0,1,61,,1,,NA,0,0,1,0,FALSE
1/13/2023,Merrimack,Scrimmage,Tyler G,1,0,0,0,0,60,,1,,1,3,1,0.45,0.55,1
1/13/2023,Merrimack,Scrimmage,Tyler G,0,0,1,0,1,58,,1,,NA,0,0,1,0,FALSE
1/13/2023,Merrimack,Scrimmage,Tyler G,1,0,0,0,0,60,,1,,0,2,1,0.65,0.35,2
1/13/2023,Merrimack,Scrimmage,Tyler G,0,0,1,0,1,64,,1,,NA,0,0,1,0,FALSE
1/13/2023,Merrimack,Scrimmage,Tyler G,1,0,0,0,0,57,,1,,1,2,0,0.65,0.35,2
1/13/2023,Merrimack,Scrimmage,Tyler G,1,0,0,0,0,56,,1,,1,2,0,0.65,0.35,2
2/3/2023,SJF,Match,Tyler G,1,0,0,0,0,53,1,1,5,0,1,0,0.7,0.3,3
2/3/2023,SJF,Match,Tyler G,1,0,0,0,0,51,1,1,5,0,1,1,0.7,0.3,3
2/3/2023,SJF,Match,Tyler G,1,0,0,0,0,60,2,1,1,1,2,0,0.65,0.35,2
2/3/2023,SJF,Match,Tyler G,0,0,0,1,1,54,1,1,NA,NA,0,0,1,0,FALSE
2/3/2023,SJF,Match,Tyler G,1,0,0,0,0,59,1,1,6,1,2,1,0.65,0.35,2
2/3/2023,SJF,Match,Tyler G,0,0,1,0,1,60,2,1,NA,NA,0,0,1,0,FALSE
2/3/2023,SJF,Match,Tyler G,0,0,0,1,1,52,1,1,NA,NA,0,0,1,0,FALSE
2/3/2023,SJF,Match,Tyler G,0,0,1,0,1,51,1,1,NA,NA,0,0,1,0,FALSE
2/3/2023,SJF,Match,Tyler G,1,1,0,0,0,61,1,1,5,1,4,1,0,1,0
2/3/2023,SJF,Match,Tyler G,1,0,0,0,0,61,2,1,6,1,2,0,0.65,0.35,2
2/3/2023,SJF,Match,Tyler G,0,0,0,1,1,57,1,1,NA,NA,0,0,1,0,FALSE
2/3/2023,SJF,Match,Tyler G,1,0,0,0,0,56,1,1,6,1,1,1,0.7,0.3,3
2/3/2023,SJF,Match,Tyler G,0,0,1,0,1,63,2,1,NA,NA,0,0,1,0,FALSE
2/4/2023,Stevenson,Match,Tyler G,1,1,0,0,0,60,1,1,5,1,4,1,0,1,0
2/4/2023,Stevenson,Match,Tyler G,0,0,1,0,1,60,2,1,NA,NA,0,0,1,0,FALSE
2/4/2023,Stevenson,Match,Tyler G,1,1,0,0,0,52,1,1,5,0,4,1,0,1,0
2/4/2023,Stevenson,Match,Tyler G,0,0,1,0,1,49,2,1,NA,NA,0,0,1,0,FALSE
2/4/2023,Stevenson,Match,Tyler G,1,0,0,0,0,56,1,1,6,0,2,0,0.65,0.35,2
2/4/2023,Stevenson,Match,Tyler G,1,0,0,0,0,55,1,1,5,1,2,0,0.65,0.35,2
2/4/2023,Stevenson,Match,Tyler G,1,1,0,0,0,58,1,1,6,1,4,1,0,1,0
2/4/2023,Stevenson,Match,Tyler G,1,0,0,0,0,62,2,1,6,0,1,1,0.7,0.3,3
2/4/2023,Stevenson,Match,Tyler G,1,0,0,0,0,42,3,1,6,1,1,0,0.7,0.3,3
2/4/2023,Stevenson,Match,Tyler G,0,0,1,0,1,60,1,1,NA,NA,0,0,1,0,FALSE
2/7/2023,Messiah,Match,Tyler G,0,0,1,0,1,55,1,1,NA,NA,0,0,1,0,FALSE
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,57,1,1,6,0,2,0,0.65,0.35,2
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,60,1,1,6,1,3,0,0.45,0.55,1
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,52,1,1,6,1,3,1,0.45,0.55,1
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,59,2,1,6,1,1,0,0.7,0.3,3
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,45,1,1,6,0,2,0,0.65,0.35,2
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,62,1,1,5,1,2,1,0.65,0.35,2
2/7/2023,Messiah,Match,Tyler G,0,0,1,0,1,62,2,1,NA,NA,0,0,1,0,FALSE
2/7/2023,Messiah,Match,Tyler G,0,0,0,1,1,51,1,1,NA,NA,0,0,1,0,FALSE
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,54,1,1,5,1,1,1,0.7,0.3,3
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,62,2,1,5,1,3,0,0.45,0.55,1
2/7/2023,Messiah,Match,Tyler G,1,0,0,0,0,47,1,1,5,1,1,0,0.7,0.3,3
2/18/2023,SVU,Match,Tyler G,0,0,1,0,1,58,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,60,1,1,6,1,1,0,0.7,0.3,3
2/18/2023,SVU,Match,Tyler G,0,0,0,1,1,65,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,64,1,1,6,0,1,1,0.7,0.3,3
2/18/2023,SVU,Match,Tyler G,0,0,0,1,1,64,2,1,NA,NA,0,0,1,0,FALSE
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,58,1,1,5,1,2,1,0.65,0.35,2
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,49,2,1,6,1,1,1,0.7,0.3,3
2/18/2023,SVU,Match,Tyler G,0,0,1,0,1,63,3,1,NA,NA,0,0,1,0,FALSE
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,54,1,1,6,1,2,0,0.65,0.35,2
2/18/2023,SVU,Match,Tyler G,0,0,1,0,1,43,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,55,1,1,6,1,2,1,0.65,0.35,2
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,45,2,1,5,0,1,0,0.7,0.3,3
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,58,1,1,1,0,2,1,0.65,0.35,2
2/18/2023,SVU,Match,Tyler G,1,1,0,0,0,55,1,1,5,1,4,1,0,1,0
2/18/2023,SVU,Match,Tyler G,1,0,0,0,0,45,2,1,1,0,1,0,0.7,0.3,3
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,60,1,1,5,0,1,0,0.7,0.3,3
2/18/2023,Etown,Match,Tyler G,0,0,1,0,1,63,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,Etown,Match,Tyler G,0,0,1,0,1,56,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,51,1,1,3,1,2,0,0.65,0.35,2
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,41,1,1,6,0,1,1,0.7,0.3,3
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,62,2,1,6,1,3,1,0.45,0.55,1
2/18/2023,Etown,Match,Tyler G,0,0,0,1,1,58,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,43,1,1,5,1,2,1,0.65,0.35,2
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,59,2,1,5,1,3,1,0.45,0.55,1
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,57,1,1,5,1,3,1,0.45,0.55,1
2/18/2023,Etown,Match,Tyler G,1,1,0,0,0,64,2,1,6,1,4,1,0,1,0
2/18/2023,Etown,Match,Tyler G,0,0,1,0,1,38,1,1,NA,NA,0,0,1,0,FALSE
2/18/2023,Etown,Match,Tyler G,1,1,0,0,0,58,1,1,6,1,4,1,0,1,0
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,42,2,1,5,0,1,0,0.7,0.3,3
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,59,1,1,6,1,2,0,0.65,0.35,2
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,64,1,1,6,0,3,1,0.45,0.55,1
2/18/2023,Etown,Match,Tyler G,1,0,0,0,0,65,2,1,6,1,1,1,0.7,0.3,3
2/18/2023,Etown,Match,Tyler G,1,1,0,0,0,67,3,1,6,1,4,1,0,1,0
3/3/2023,Roanoke,Match,Tyler G,1,0,0,0,0,52,1,1,5,0,3,0,0.45,0.55,1
3/3/2023,Roanoke,Match,Tyler G,1,0,0,0,0,56,1,1,6,1,3,1,0.45,0.55,1
3/3/2023,Roanoke,Match,Tyler G,1,0,0,0,0,66,2,1,6,1,3,1,0.45,0.55,1
3/3/2023,Roanoke,Match,Tyler G,1,0,0,0,0,54,1,1,5,0,2,1,0.65,0.35,2
3/3/2023,Roanoke,Match,Tyler G,1,0,0,0,0,53,2,1,6,0,1,1,0.7,0.3,3
3/3/2023,Roanoke,Match,Tyler G,1,0,0,0,0,63,3,1,6,0,2,0,0.65,0.35,2
3/3/2023,Roanoke,Match,Tyler G,1,0,0,0,0,59,1,1,5,1,2,0,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,0,0,0,1,1,51,1,1,NA,NA,0,0,1,0,FALSE
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,50,1,1,6,0,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,58,2,1,6,0,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,60,1,1,5,0,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,56,2,1,6,0,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Tyler G,1,1,0,0,0,53,3,1,6,1,4,1,0,1,0
3/4/2023,Arcadia,Match,Tyler G,0,0,1,0,1,42,1,1,NA,NA,0,0,1,0,FALSE
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,57,1,1,6,1,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,58,2,1,6,1,1,0,0.7,0.3,3
3/4/2023,Arcadia,Match,Tyler G,1,1,0,0,0,59,1,1,5,1,4,1,0,1,0
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,48,1,1,5,1,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,56,2,1,1,1,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,56,3,1,6,1,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,64,4,1,6,1,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,56,1,1,6,0,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,50,2,1,5,1,1,1,0.7,0.3,3
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,51,3,1,1,1,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,56,1,1,6,1,2,1,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,61,2,1,6,1,2,0,0.65,0.35,2
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,46,1,1,5,1,3,1,0.45,0.55,1
3/4/2023,Arcadia,Match,Tyler G,1,0,0,0,0,62,2,1,6,1,1,0,0.7,0.3,3
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,52,1,1,6,0,2,1,0.65,0.35,2
3/29/2023,Etown,Match,Tyler G,1,1,0,0,0,61,2,1,5,1,4,1,0,1,0
3/29/2023,Etown,Match,Tyler G,1,1,0,0,0,59,1,1,5,1,4,1,0,1,0
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,52,1,1,6,0,2,1,0.65,0.35,2
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,63,2,1,6,0,2,1,0.65,0.35,2
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,46,3,1,6,0,1,0,0.7,0.3,3
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,47,1,1,1,0,1,1,0.7,0.3,3
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,62,2,1,5,1,3,1,0.45,0.55,1
3/29/2023,Etown,Match,Tyler G,0,0,1,0,1,48,3,1,NA,NA,0,0,1,0,FALSE
3/29/2023,Etown,Match,Tyler G,1,1,0,0,0,52,1,1,6,1,4,1,0,1,0
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,60,1,1,6,1,2,0,0.65,0.35,2
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,58,1,1,5,0,3,1,0.45,0.55,1
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,47,2,1,6,0,1,1,0.7,0.3,3
3/29/2023,Etown,Match,Tyler G,0,0,1,0,1,61,3,1,NA,NA,0,0,1,0,FALSE
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,52,1,1,1,0,2,0,0.65,0.35,2
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,56,1,1,5,0,2,1,0.65,0.35,2
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,59,2,1,6,1,2,1,0.65,0.35,2
3/29/2023,Etown,Match,Tyler G,1,0,0,0,0,59,3,1,6,0,3,0,0.45,0.55,1
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,43,1,1,1,0,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,48,1,1,6,1,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,59,1,1,5,1,1,0,0.7,0.3,3
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,47,1,1,6,1,2,1,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,59,2,1,6,0,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,59,1,1,6,0,1,0,0.7,0.3,3
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,57,1,1,6,1,2,1,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,49,2,1,5,1,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,54,1,1,5,0,3,0,0.45,0.55,1
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,51,1,1,1,1,1,1,0.7,0.3,3
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,50,2,1,1,0,3,1,0.45,0.55,1
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,59,3,1,6,0,3,1,0.45,0.55,1
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,62,4,1,5,1,2,0,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,58,1,1,5,1,2,1,0.65,0.35,2
4/8/2023,Elmira,Match,Tyler G,1,0,0,0,0,66,2,1,6,1,2,0,0.65,0.35,2
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,0,0,0,0,51,1,1,6,0,2,1,0.65,0.35,2
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,0,0,0,0,53,2,1,6,0,2,1,0.65,0.35,2
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,0,0,0,0,58,3,1,6,1,3,1,0.45,0.55,1
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,1,0,0,0,56,4,1,1,1,4,1,0,1,0
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,0,0,0,0,62,1,1,6,1,3,0,0.45,0.55,1
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,0,0,0,0,55,1,1,6,0,3,0,0.45,0.55,1
10/27/2023,Blue/Gold,Scrimmage,Tyler G,0,0,1,0,1,50,1,1,NA,NA,0,0,1,0,FALSE
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,0,0,0,0,48,1,1,6,0,3,0,0.45,0.55,1
10/27/2023,Blue/Gold,Scrimmage,Tyler G,1,0,0,0,0,54,1,1,1,0,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Tyler P,1,0,0,0,0,49,,1,,1,1,0,0.7,0.3,3
10/25/2022,Juniata,Practice,Tyler P,0,0,1,0,1,49,,1,,NA,0,0,1,0,FALSE
10/25/2022,Juniata,Practice,Tyler P,1,0,0,0,0,50,,1,,0,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Tyler P,1,0,0,0,0,50,,1,,1,1,1,0.7,0.3,3
10/25/2022,Juniata,Practice,Tyler P,0,0,1,0,1,48,,1,,NA,0,0,1,0,FALSE
10/27/2022,Juniata,Practice,Tyler P,0,0,1,0,1,51,,1,,NA,0,0,1,0,FALSE
10/27/2022,Juniata,Practice,Tyler P,1,0,0,0,0,52,,1,,1,2,1,0.65,0.35,2
10/27/2022,Juniata,Practice,Tyler P,1,0,0,0,0,56,,1,,1,1,0,0.7,0.3,3
10/27/2022,Juniata,Practice,Tyler P,1,0,0,0,0,60,,1,,1,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Tyler P,0,0,0,1,1,48,,1,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Tyler P,1,1,0,0,0,59,,1,,1,4,1,0,1,0
10/28/2022,Blue/Gold,Scrimmage,Tyler P,1,0,0,0,0,58,,1,,1,3,0,0.45,0.55,1
10/28/2022,Blue/Gold,Scrimmage,Tyler P,1,0,0,0,0,56,,1,,1,3,1,0.45,0.55,1
10/28/2022,Blue/Gold,Scrimmage,Tyler P,0,0,0,1,1,61,,1,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Tyler P,1,0,0,0,0,60,,1,,0,3,0,0.45,0.55,1
10/28/2022,Blue/Gold,Scrimmage,Tyler P,0,0,1,0,1,54,,1,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Tyler P,0,0,0,1,1,49,,1,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Tyler P,1,0,0,0,0,63,,1,,1,2,1,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Tyler P,0,0,1,0,1,58,,1,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Tyler P,1,1,0,0,0,52,,1,,1,4,1,0,1,0
10/28/2022,Blue/Gold,Scrimmage,Tyler P,0,0,1,0,1,51,,1,,NA,0,0,1,0,FALSE
11/3/2022,Juniata,Practice,Tyler P,0,0,1,0,1,45,,1,,NA,0,0,1,0,FALSE
11/3/2022,Juniata,Practice,Tyler P,0,0,1,0,1,46,,1,,NA,0,0,1,0,FALSE
11/3/2022,Juniata,Practice,Tyler P,1,0,0,0,0,45,,1,,1,2,1,0.65,0.35,2
11/3/2022,Juniata,Practice,Tyler P,0,0,0,1,1,42,,1,,NA,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Tyler P,0,0,1,0,1,46,,1,,NA,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Tyler P,1,0,0,0,0,45,,1,,1,2,0,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler P,1,0,0,0,0,45,,1,,1,2,1,0.65,0.35,2
11/6/2022,Mason,Scrimmage,Tyler P,0,0,1,0,1,52,,1,,NA,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Tyler P,0,0,1,0,1,54,,1,,NA,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Tyler P,0,0,1,0,1,51,,1,,NA,0,0,1,0,FALSE
11/6/2022,Mason,Scrimmage,Tyler P,0,0,1,0,1,40,,1,,NA,0,0,1,0,FALSE
11/6/2022,Daemen,Scrimmage,Tyler P,1,0,0,0,0,49,,1,,0,1,0,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Tyler P,1,0,0,0,0,56,,1,,1,3,1,0.45,0.55,1
11/6/2022,Daemen,Scrimmage,Tyler P,1,0,0,0,0,57,,1,,1,2,1,0.65,0.35,2
11/6/2022,Daemen,Scrimmage,Tyler P,0,0,1,0,1,50,,1,,NA,0,0,1,0,FALSE
11/6/2022,Daemen,Scrimmage,Tyler P,1,0,0,0,0,50,,1,,1,1,1,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Tyler P,1,0,0,0,0,52,,1,,1,3,0,0.45,0.55,1
11/6/2022,Daemen,Scrimmage,Tyler P,1,0,0,0,0,45,,1,,1,1,1,0.7,0.3,3
11/6/2022,Daemen,Scrimmage,Tyler P,1,0,0,0,0,49,,1,,1,3,0,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,1,0,0,0,0,44,,1,,1,3,1,0.45,0.55,1
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,0,0,0,1,1,48,,1,,NA,0,0,1,0,FALSE
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,1,0,0,0,0,48,,1,,1,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,1,0,0,0,0,52,,1,,1,1,0,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,1,0,0,0,0,49,,1,,1,1,1,0.7,0.3,3
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,1,0,0,0,0,50,,1,,1,2,1,0.65,0.35,2
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,1,1,0,0,0,42,,1,,1,4,1,0,1,0
1/15/2023,Mount Aloysius,Scrimmage,Tyler P,0,0,0,1,1,46,,1,,NA,0,0,1,0,FALSE
2/3/2023,Geneva,Match,Tyler P,1,0,0,0,0,42,1,1,5,1,2,1,0.65,0.35,2
2/3/2023,Geneva,Match,Tyler P,0,0,1,0,1,50,2,1,NA,NA,0,0,1,0,FALSE
2/3/2023,Geneva,Match,Tyler P,1,0,0,0,1,38,1,1,NA,NA,0,0,1,0,FALSE
2/3/2023,Geneva,Match,Tyler P,0,0,0,1,1,44,4,1,NA,NA,0,0,1,0,FALSE
2/3/2023,Geneva,Match,Tyler P,0,0,0,1,1,44,1,1,NA,NA,0,0,1,0,FALSE
2/3/2023,Geneva,Match,Tyler P,1,0,0,0,0,45,1,1,6,1,2,0,0.65,0.35,2
2/3/2023,Geneva,Match,Tyler P,0,0,1,0,1,48,1,1,NA,NA,0,0,1,0,FALSE
2/17/2023,PSUA,Match,Tyler P,1,0,0,0,0,40,1,1,5,1,1,1,0.7,0.3,3
2/17/2023,PSUA,Match,Tyler P,0,0,0,1,1,52,2,1,NA,NA,0,0,1,0,FALSE
2/17/2023,PSUA,Match,Tyler P,1,0,0,0,0,47,1,1,1,0,2,0,0.65,0.35,2
2/17/2023,PSUA,Match,Tyler P,1,1,0,0,0,55,1,1,6,1,4,1,0,1,0
2/17/2023,PSUA,Match,Tyler P,1,0,0,0,0,55,1,1,1,0,1,0,0.7,0.3,3
4/8/2023,Drew,Match,Tyler P,0,0,1,0,1,48,1,1,NA,NA,0,0,1,0,FALSE
4/8/2023,Drew,Match,Tyler P,0,0,1,0,1,38,1,1,NA,NA,0,0,1,0,FALSE
4/8/2023,Drew,Match,Tyler P,1,0,0,0,0,44,1,1,6,0,1,0,0.7,0.3,3
10/25/2022,Juniata,Practice,Campbell,1,0,0,0,0,40,,1,,1,3,1,0.45,0.55,1
10/25/2022,Juniata,Practice,Campbell,1,0,0,0,0,39,,1,,1,2,1,0.65,0.35,2
10/25/2022,Juniata,Practice,Campbell,1,0,0,0,0,39,,1,,1,2,0,0.65,0.35,2
10/25/2022,Juniata,Practice,Campbell,1,0,0,0,0,38,,1,,0,1,0,0.7,0.3,3
10/25/2022,Juniata,Practice,Campbell,1,0,0,0,0,37,,1,,1,2,0,0.65,0.35,2
10/27/2022,Juniata,Practice,Campbell,1,0,0,0,0,38,,1,,0,1,0,0.7,0.3,3
10/27/2022,Juniata,Practice,Campbell,1,0,0,0,0,36,,1,,1,1,0,0.7,0.3,3
10/27/2022,Juniata,Practice,Campbell,1,0,0,0,0,35,,1,,1,3,1,0.45,0.55,1
10/27/2022,Juniata,Practice,Campbell,1,0,0,0,0,34,,1,,1,3,1,0.45,0.55,1
10/27/2022,Juniata,Practice,Campbell,1,0,0,0,0,36,,1,,1,2,0,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,36,,1,,1,1,0,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Campbell,0,0,0,1,1,40,,1,,NA,4,1,0,1,0
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,36,,1,,1,2,1,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,37,,1,,1,3,1,0.45,0.55,1
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,35,,1,,1,1,0,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,38,,1,,1,2,0,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,37,,1,,1,1,1,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,38,,1,,1,1,1,0.7,0.3,3
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,36,,1,,0,2,0,0.65,0.35,2
10/28/2022,Blue/Gold,Scrimmage,Campbell,0,0,1,0,1,41,,1,,NA,0,0,1,0,FALSE
10/28/2022,Blue/Gold,Scrimmage,Campbell,1,0,0,0,0,37,,1,,0,1,1,0.7,0.3,3
